"N","COPY_H2D_MIN_s","COPY_H2D_AVG_s","COPY_H2D_MAX_s","LPOTRF_MIN_s","LPOTRF_AVG_s","LPOTRF_MAX_s","UPOTRF_MIN_s","UPOTRF_AVG_s","UPOTRF_MAX_s"
55,1.93709274753928185E-05,2.07882421091198937E-05,3.10119939967989922E-05,1.05793797411024570E-03,1.07408665935508911E-03,1.17906206287443638E-03,1.06091296765953302E-03,1.07316116918809734E-03,1.12696201540529728E-03
56,1.93460145965218544E-05,2.10306537337601188E-05,3.36379744112491608E-05,1.05463701765984297E-03,1.07433586614206437E-03,1.10938900616019964E-03,1.05593400076031685E-03,1.07543381163850444E-03,1.13426602911204100E-03
57,1.94089952856302261E-05,2.09153484320268008E-05,5.43500063940882683E-05,1.05902797076851130E-03,1.08597088023088895E-03,1.85435602907091379E-03,1.06028292793780565E-03,1.07810831628739811E-03,1.28408800810575485E-03
58,1.94209860637784004E-05,2.09886155789718158E-05,3.37179517373442650E-05,1.05737708508968353E-03,1.07341353781521321E-03,1.12171098589897156E-03,1.05914403684437275E-03,1.07268702820874774E-03,1.13330094609409571E-03
59,1.96930486708879471E-05,2.11722758831456300E-05,3.44960717484354973E-05,1.06157804839313030E-03,1.07742709224112354E-03,1.14791910164058208E-03,1.06515502557158470E-03,1.07826984720304575E-03,1.12309702672064304E-03
60,1.98259949684143066E-05,2.10554734803736158E-05,3.02469125017523766E-05,1.05709501076489687E-03,1.07549613574519786E-03,1.13326800055801868E-03,1.05773704126477242E-03,1.07227878761477751E-03,1.11333606764674187E-03
61,1.98680208995938301E-05,2.15093372389674173E-05,4.36659902334213257E-05,1.06442905962467194E-03,1.09163370914757297E-03,1.30915304180234671E-03,1.06652197428047657E-03,1.09703360823914381E-03,1.31477694958448410E-03
62,1.97960762307047844E-05,2.12355545954778784E-05,3.18509992212057114E-05,1.06258201412856579E-03,1.07456971541978466E-03,1.10995897557586432E-03,1.06065894942730665E-03,1.07647199532948405E-03,1.16131198592483997E-03
63,1.99640635401010513E-05,2.13962036650627841E-05,3.11150215566158295E-05,1.06477993540465832E-03,1.08139354852028187E-03,1.12796796020120382E-03,1.06422195676714182E-03,1.08300546300597531E-03,1.14622607361525297E-03
64,2.00360082089900970E-05,2.14362365659326343E-05,3.51370545104146004E-05,1.06026802677661180E-03,1.08028699061833299E-03,1.16016797255724669E-03,1.06383394449949265E-03,1.07474101940169893E-03,1.11867696978151798E-03
65,2.09920108318328857E-05,2.32020334806293195E-05,3.32470517605543137E-05,1.07647199183702469E-03,1.15400811890140152E-03,3.88034700881689787E-03,1.08086306136101484E-03,1.13753823563456525E-03,1.60960899665951729E-03
66,2.10090074688196182E-05,2.30006215861067200E-05,1.29843945614993572E-04,1.07161491177976131E-03,1.08868503826670365E-03,1.16937805432826281E-03,1.07167998794466257E-03,1.08658809564076320E-03,1.12681300379335880E-03
67,2.11249571293592453E-05,2.26278830086812347E-05,6.39209756627678871E-05,1.07748596929013729E-03,1.09479216276668081E-03,1.15508795715868473E-03,1.07917794957756996E-03,1.09503031009808207E-03,1.18823593948036432E-03
68,2.09930585697293282E-05,2.26305105024948694E-05,3.38059617206454277E-05,1.07081595342606306E-03,1.09902327414602074E-03,1.15315907169133425E-03,1.07408198527991772E-03,1.09545157290995092E-03,1.15344300866127014E-03
69,2.13049352169036865E-05,2.27544771041721073E-05,3.61589482054114342E-05,1.07826606836169958E-03,1.09436678816564412E-03,1.17386400233954191E-03,1.08299206476658583E-03,1.09983923728577786E-03,1.17110495921224356E-03
70,2.13219318538904190E-05,2.28207960026338718E-05,3.55490483343601227E-05,1.07445998582988977E-03,1.09536489821039141E-03,1.16135994903743267E-03,1.07643206138163805E-03,1.09350728802382882E-03,1.20808300562202930E-03
71,2.13879393413662910E-05,2.28128960588946976E-05,3.11559997498989105E-05,1.08133500907570124E-03,1.10004050424322513E-03,1.15633301902562380E-03,1.08691200148314238E-03,1.10023003653623216E-03,1.19734602048993111E-03
72,2.15079635381698608E-05,2.29338073404505881E-05,3.63510334864258766E-05,1.07414496596902609E-03,1.09479005564935448E-03,1.17278902325779200E-03,1.07463402673602104E-03,1.09063406824134318E-03,1.17348798085004091E-03
73,2.17000488191843033E-05,2.30624631512910114E-05,3.61590646207332611E-05,1.08473398722708225E-03,1.10458683455362961E-03,1.20024103671312332E-03,1.08969304710626602E-03,1.10606053611263635E-03,1.16518698632717133E-03
74,2.17130873352289200E-05,2.30428634677082371E-05,3.29159665852785110E-05,1.08080403879284859E-03,1.10209642560221244E-03,1.20088888797909021E-03,1.08150893356651068E-03,1.10163243487477309E-03,1.24904396943747997E-03
75,2.18319473788142204E-05,2.32752005103975548E-05,3.15280631184577942E-05,1.08550500590354204E-03,1.10004841233603680E-03,1.15553196519613266E-03,1.08945195097476244E-03,1.10358597245067318E-03,1.18753500282764435E-03
76,2.20459187403321266E-05,2.37543636467307866E-05,3.55039956048130989E-05,1.08199589885771275E-03,1.10150528838858040E-03,1.18539796676486731E-03,1.08002300839871168E-03,1.09869773266837068E-03,1.16792391054332256E-03
77,2.22800299525260925E-05,2.37698369892314078E-05,4.35989350080490112E-05,1.08984904363751411E-03,1.10379491234198208E-03,1.14312907680869102E-03,1.09322695061564445E-03,1.10813171602785533E-03,1.17474503349512815E-03
78,2.24059913307428360E-05,2.36439361469820097E-05,2.79230298474431038E-05,1.08610501047223806E-03,1.10400388482958037E-03,1.15756597369909286E-03,1.08550197910517454E-03,1.09950704500079172E-03,1.17089704144746065E-03
79,2.25990079343318939E-05,2.38363241078332096E-05,3.21470433846116066E-05,1.09215802513062954E-03,1.10781553084962083E-03,1.18742301128804684E-03,1.09387002885341644E-03,1.10911883995868299E-03,1.15658901631832123E-03
80,2.26000556722283363E-05,2.39700521342456400E-05,3.67229804396629333E-05,1.08627800364047289E-03,1.10324992798268781E-03,1.20517704635858536E-03,1.08863599598407745E-03,1.10083666979335251E-03,1.16982695180922747E-03
81,2.29449942708015442E-05,2.44100333657115660E-05,3.72899230569601059E-05,1.09234696719795465E-03,1.11294298432767407E-03,1.20378192514181137E-03,1.09809695277363062E-03,1.11412581638433024E-03,1.16684706881642342E-03
82,2.30940058827400208E-05,2.43846775265410648E-05,3.61140118911862373E-05,1.08749396167695522E-03,1.10642557963728941E-03,1.17134302854537964E-03,1.08736206311732531E-03,1.10324898618273447E-03,1.14696403034031391E-03
83,2.30910954996943474E-05,2.46575335040688521E-05,3.92020447179675102E-05,1.09561590943485498E-03,1.11751879798248376E-03,1.17841898463666439E-03,1.10190093982964754E-03,1.11840442405082259E-03,1.17660604882985353E-03
84,2.31609446927905083E-05,2.44535942329093841E-05,2.85189598798751831E-05,1.09041901305317879E-03,1.10622874693945073E-03,1.16007798351347446E-03,1.09051598701626062E-03,1.10502700903452938E-03,1.18555605877190828E-03
85,2.34550097957253456E-05,2.51327676232904079E-05,3.40460101142525673E-05,1.10065797343850136E-03,1.12044527661055333E-03,1.17681699339300394E-03,1.10592308919876814E-03,1.12292717443779073E-03,1.17198901716619730E-03
86,2.36429041251540184E-05,2.50205362681299470E-05,3.28919850289821625E-05,1.09725608490407467E-03,1.11321981297805915E-03,1.18589494377374649E-03,1.09584501478821039E-03,1.11114488798193570E-03,1.15459703374654055E-03
87,2.36569903790950775E-05,2.49644997529685512E-05,2.90500465780496597E-05,1.10510201193392277E-03,1.13945470191538349E-03,2.89281399454921484E-03,1.10722496174275875E-03,1.17873552604578396E-03,6.63258798886090517E-03
88,2.33749160543084145E-05,2.48412514338269837E-05,3.73900402337312698E-05,1.09515595249831676E-03,1.11099111032672213E-03,1.20257399976253510E-03,1.09707692172378302E-03,1.11113351653330055E-03,1.19315600022673607E-03
89,2.39880755543708801E-05,2.53972940845415099E-05,3.74000519514083862E-05,1.10563600901514292E-03,1.12108155852183654E-03,1.16270198486745358E-03,1.11130496952682734E-03,1.12699909135699299E-03,1.25304097309708595E-03
90,2.37540807574987411E-05,2.53923691343516087E-05,3.52299539372324944E-05,1.09849800355732441E-03,1.11897883005440267E-03,1.19894207455217838E-03,1.09975493978708982E-03,1.11437078332528479E-03,1.15307106170803308E-03
91,2.41789966821670532E-05,2.56349460687488294E-05,3.56480013579130173E-05,1.10406195744872093E-03,1.12978904042392936E-03,1.18952500633895397E-03,1.11550709698349237E-03,1.13427701406180873E-03,1.23677495867013931E-03
92,2.43240501731634140E-05,2.58381036110222402E-05,3.91980865970253944E-05,1.10295298509299755E-03,1.12229112652130459E-03,1.17165897972881794E-03,1.10426603350788355E-03,1.11804241547361024E-03,1.16359605453908443E-03
93,2.44409311562776566E-05,2.57833726936951263E-05,2.97949882224202156E-05,1.11240393016487360E-03,1.13025989267043800E-03,1.22453598305583000E-03,1.12400995567440987E-03,1.13651811494491989E-03,1.22000405099242926E-03
94,2.46600247919559479E-05,2.61571217561140686E-05,3.98160191252827644E-05,1.10602006316184998E-03,1.12500652438029679E-03,1.16944010369479656E-03,1.10893195960670710E-03,1.12168459687381986E-03,1.19168602395802736E-03
