"N","COPY_H2D_MIN_s","COPY_H2D_AVG_s","COPY_H2D_MAX_s","LPOTRF_MIN_s","LPOTRF_AVG_s","LPOTRF_MAX_s","UPOTRF_MIN_s","UPOTRF_AVG_s","UPOTRF_MAX_s"
52,1.35280424728989601E-05,1.49437069194391366E-05,2.82929977402091026E-05,1.27251027151942253E-04,1.41734378412365918E-04,1.60226016305387020E-04,1.35777983814477921E-04,1.50020435685291857E-04,1.67271005921065807E-04
53,1.36630842462182045E-05,1.48684950545430177E-05,1.98809430003166199E-05,1.28539046272635460E-04,1.43027255544438987E-04,1.60020077601075172E-04,1.36911985464394093E-04,1.51259996928274684E-04,1.79338036105036736E-04
54,1.38279283419251442E-05,1.50909333024173947E-05,2.70949676632881165E-05,1.28913903608918190E-04,1.41799085540696937E-04,1.60856987349689007E-04,1.36415008455514908E-04,1.50051246164366510E-04,1.69632025063037872E-04
55,1.38269970193505287E-05,1.52449298184365048E-05,2.95430654659867287E-05,1.29242078401148319E-04,1.37152395909652126E-04,1.52292079292237759E-04,1.36649003252387047E-04,1.45973416510969438E-04,1.59197021275758743E-04
56,1.38899777084589005E-05,1.53441150905564469E-05,2.90359603241086006E-05,1.28922052681446075E-04,1.37428377056494384E-04,1.45585974678397179E-04,1.36301037855446339E-04,1.45664261654019299E-04,1.52001972310245037E-04
57,1.40800839290022850E-05,1.53972452972084269E-05,2.93409684672951698E-05,1.42245902679860592E-04,1.64441675879061221E-04,1.86112942174077034E-04,1.51959015056490898E-04,1.75834510009735870E-04,1.86159973964095116E-04
58,1.41230411827564240E-05,1.56862754374742493E-05,2.86829890683293343E-05,1.41742988489568233E-04,1.61859504878520972E-04,1.88811100088059902E-04,1.52452965267002583E-04,1.72267769230529679E-04,1.96005916222929955E-04
59,1.41389900818467140E-05,1.55555951641872574E-05,2.49800505116581917E-05,1.43128912895917892E-04,1.59008828923106187E-04,1.87476980499923229E-04,1.51761923916637897E-04,1.70912474859505971E-04,1.98127003386616707E-04
60,1.42150092869997025E-05,1.55820854706689683E-05,2.68240692093968391E-05,1.42366043291985989E-04,1.56452662777155653E-04,1.85052980668842793E-04,1.52333988808095455E-04,1.68032994261011474E-04,1.86266959644854069E-04
61,1.43429497256875038E-05,1.56957417493686034E-05,2.72529432550072670E-05,1.42068951390683651E-04,1.51949839200824546E-04,1.79090071469545364E-04,1.51950982399284840E-04,1.62413312355056349E-04,1.86459044925868511E-04
62,1.44959194585680962E-05,1.57238286919891804E-05,3.08610033243894577E-05,1.42208999022841454E-04,1.52117495890706760E-04,1.79230002686381340E-04,1.52501044794917107E-04,1.62342577241361100E-04,1.97125948034226894E-04
63,1.45689118653535843E-05,1.58465508138760949E-05,1.85249373316764832E-05,1.42606906592845917E-04,1.51337797287851629E-04,1.67454010806977749E-04,1.52942026033997536E-04,1.61698382580652836E-04,1.76722998730838299E-04
64,1.45180383697152138E-05,1.58970552729442691E-05,2.59639928117394447E-05,1.41842989251017570E-04,1.51053062872961210E-04,2.02490948140621185E-04,1.51508022099733353E-04,1.60660499241203089E-04,1.72893982380628586E-04
65,1.52139691635966301E-05,1.65117694996297313E-05,2.91740288957953453E-05,1.69637962244451046E-04,1.82846605312079151E-04,2.00223061256110668E-04,1.83598021976649761E-04,1.94637989625334751E-04,2.17779073864221573E-04
66,1.52359716594219208E-05,1.68277212651446489E-05,2.94649507850408554E-05,1.70096056535840034E-04,1.83066794415935851E-04,2.01854971237480640E-04,1.84084987267851830E-04,1.94871117128059230E-04,2.14850064367055893E-04
67,1.52590218931436539E-05,1.65697123156860499E-05,1.88479898497462273E-05,1.69471022672951221E-04,1.81681276299059476E-04,2.07628007046878338E-04,1.84857053682208061E-04,1.95167544297873994E-04,2.14684987440705299E-04
68,1.52579741552472115E-05,1.66129594435915369E-05,2.78080115094780922E-05,1.70805025845766068E-04,1.79943647235631987E-04,1.94975989870727062E-04,1.85418059118092060E-04,1.94467395776882872E-04,2.11752019822597504E-04
69,1.54479639604687691E-05,1.67071836767718185E-05,3.51300695911049843E-05,1.70935061760246754E-04,1.80345540866255722E-04,1.96586945094168186E-04,1.84761011041700840E-04,1.94920350331813158E-04,2.19609937630593777E-04
70,1.55140878632664680E-05,1.68523902539163820E-05,2.71779717877507210E-05,1.70384068042039871E-04,1.79644675226882101E-04,1.94406020455062389E-04,1.85996061190962791E-04,1.93770590703934344E-04,2.05730902962386608E-04
71,1.55679881572723389E-05,1.68557564029470087E-05,2.72720353677868843E-05,1.70576036907732487E-04,1.78642063401639450E-04,1.84578006155788898E-04,1.85431912541389465E-04,1.93398899864405410E-04,2.05940916202962399E-04
72,1.56669411808252335E-05,1.69390277005732008E-05,2.70069576799869537E-05,1.70658924616873264E-04,1.79346684599295290E-04,1.86207005754113197E-04,1.86305958777666092E-04,1.93745199358090768E-04,2.06555007025599480E-04
73,1.57899921759963036E-05,1.72926316736266098E-05,2.98148952424526215E-05,1.85059965588152409E-04,1.98332583531737265E-04,2.25255033001303673E-04,2.01859977096319199E-04,2.16107344022020584E-04,2.35978048294782639E-04
74,1.55679881572723389E-05,1.73200579592958068E-05,3.02169937640428543E-05,1.85338081791996956E-04,1.95447636069729887E-04,2.19997949898242950E-04,2.02222028747200966E-04,2.11362912086769975E-04,2.30536912567913532E-04
75,1.60390045493841171E-05,1.72600336372852289E-05,2.76039354503154755E-05,1.86618999578058720E-04,1.96452091913670287E-04,2.17254972085356712E-04,2.01571034267544746E-04,2.13372104335576314E-04,2.38121021538972855E-04
76,1.60960480570793152E-05,1.73433317104354457E-05,2.72439792752265930E-05,1.86137040145695210E-04,1.96179142221808434E-04,2.15696054510772228E-04,2.02276976779103279E-04,2.12847871007397884E-04,2.32822028920054436E-04
77,1.61860371008515358E-05,1.75142689840868102E-05,2.17349734157323837E-05,1.86151009984314442E-04,1.95066767046228080E-04,2.16012937016785145E-04,2.02573020942509174E-04,2.12113019078969951E-04,2.33556958846747875E-04
78,1.62329524755477905E-05,1.76439050119370211E-05,2.82960245385766029E-05,1.86688965186476707E-04,1.95125108584761665E-04,2.17746011912822723E-04,2.02300027012825012E-04,2.11579933529719633E-04,2.33029015362262726E-04
79,1.64060620591044426E-05,1.76613748772069804E-05,2.06490512937307358E-05,1.86304911039769650E-04,1.94050570717081369E-04,2.00694077648222446E-04,2.02756957150995731E-04,2.11338372901081936E-04,2.25043972022831440E-04
80,1.64300436154007912E-05,3.68277676170691837E-05,2.21630802843719721E-03,1.86865101568400860E-04,1.94839133182540445E-04,2.04563024453818798E-04,2.01991060748696327E-04,2.22655526595190158E-04,1.25018600374460220E-03
81,1.64450611919164658E-05,1.78208871511742444E-05,2.92699551209807396E-05,2.02255090698599815E-04,2.14710070285946099E-04,2.36236024647951126E-04,2.19775014556944370E-04,2.32531438814476089E-04,2.54931976087391376E-04
82,1.67669495567679405E-05,1.79480842780321831E-05,3.08789312839508057E-05,2.02057999558746815E-04,2.12257483508437753E-04,2.40270048379898071E-04,2.19529028981924057E-04,2.32022412819787844E-04,2.56272964179515839E-04
83,1.67429680004715919E-05,1.81252637412399106E-05,3.11549520120024681E-05,2.01946939341723919E-04,2.14566043578088368E-04,2.45277071371674538E-04,2.19820998609066010E-04,2.34421836212277384E-04,2.67156981863081455E-04
84,1.67461112141609192E-05,1.81332573993131479E-05,2.90219904854893684E-05,2.01793038286268711E-04,2.11348847951740084E-04,2.36825086176395416E-04,2.20098067075014114E-04,2.31164611177519006E-04,2.54629063419997692E-04
85,1.70660205185413361E-05,1.84202584205195310E-05,3.18159582093358040E-05,2.02720984816551208E-04,2.11369389435276333E-04,2.36735912039875984E-04,2.20677931793034077E-04,2.29909942718222750E-04,2.55791004747152328E-04
86,1.71189894899725914E-05,1.82522070826962573E-05,2.11780425161123276E-05,2.02646013349294662E-04,2.11025747703388428E-04,2.24779010750353336E-04,2.21227994188666344E-04,2.29749137070029953E-04,2.54189013503491879E-04
87,1.71209685504436493E-05,1.84342788998037509E-05,3.13729979097843170E-05,2.02505965717136860E-04,2.11368201998993703E-04,2.22361995838582516E-04,2.21887021325528622E-04,2.30464560445398174E-04,2.48062890022993088E-04
88,1.73089792951941490E-05,1.85366405639797414E-05,2.87839211523532867E-05,2.02958006411790848E-04,2.11414601653814354E-04,2.24860967136919498E-04,2.21682013943791389E-04,2.30759296100586735E-04,2.60258908383548260E-04
89,1.74660235643386841E-05,1.86764099635183827E-05,2.91899777948856354E-05,2.19581997953355312E-04,2.33087034430354902E-04,2.56400089710950851E-04,2.40494031459093094E-04,2.57306246785446956E-04,2.79539031907916069E-04
90,1.75479799509048462E-05,1.87758135143667504E-05,2.82770488411188126E-05,2.19466979615390301E-04,2.33169869752600754E-04,2.57586012594401836E-04,2.40079010836780071E-04,2.55042150383815076E-04,2.94700963422656059E-04
91,1.76490284502506256E-05,1.87194725731387783E-05,2.19219364225864410E-05,2.19167093746364117E-04,2.32295353198424024E-04,2.57953070104122162E-04,2.39414977841079235E-04,2.53918799571692876E-04,2.78956023976206779E-04
92,1.76850007846951485E-05,1.88983499538153406E-05,2.67690047621726990E-05,2.19090958125889301E-04,2.31609937036409834E-04,2.58092069998383522E-04,2.39703920669853687E-04,2.53190142102539568E-04,2.79190950095653534E-04
93,1.79290072992444038E-05,1.91865995293483149E-05,2.83609842881560326E-05,2.19873967580497265E-04,2.29052091017365426E-04,2.49492004513740540E-04,2.41369940340518951E-04,2.49979011714458559E-04,2.77799903415143490E-04
94,1.79590424522757530E-05,1.92284164950251609E-05,3.20880208164453506E-05,2.21000052988529205E-04,2.30211474699899528E-04,2.44088005274534225E-04,2.41418019868433475E-04,2.51103633781894992E-04,2.68115894868969917E-04
95,1.82110816240310669E-05,1.94207474123686599E-05,2.89630843326449394E-05,2.20882007852196693E-04,2.29248183313757089E-04,2.43370071984827518E-04,2.41260975599288940E-04,2.50426501734182187E-04,2.62406072579324245E-04
96,1.81869836524128914E-05,1.94261444266885516E-05,3.12259653583168983E-05,2.17590015381574631E-04,2.26932484656572391E-04,2.31874990276992321E-04,2.36628111451864243E-04,2.45543293422088090E-04,2.60619912296533585E-04
97,1.88759295269846916E-05,2.01500294497236607E-05,2.38110078498721123E-05,2.73679965175688267E-04,2.83953027101233513E-04,2.95181991532444954E-04,2.99346051178872585E-04,3.08243721956387180E-04,3.25569068081676960E-04
98,1.91800063475966454E-05,2.04917660448700181E-05,3.31660266965627670E-05,2.73576006293296814E-04,2.83306931378319725E-04,3.14480043016374111E-04,2.99689942039549351E-04,3.09259159257635442E-04,3.25578032061457634E-04
99,1.91889703273773193E-05,2.05266481498256328E-05,3.40249389410018921E-05,2.73008015938103199E-04,2.82104621874168569E-04,2.87661910988390446E-04,3.01721040159463882E-04,3.11515957582741997E-04,3.26704001054167747E-04
100,1.93249434232711792E-05,2.03891907585784796E-05,2.34200851991772652E-05,2.74119083769619465E-04,2.82329225447028938E-04,2.88703013211488724E-04,3.03343986161053181E-04,3.12500514555722527E-04,3.28017980791628361E-04
101,1.93390296772122383E-05,2.07140087150037301E-05,3.47649911418557167E-05,2.74257967248558998E-04,2.83270048676058644E-04,3.03170061670243740E-04,3.04022920317947865E-04,3.13129740534350302E-04,3.22573003359138966E-04
102,1.95280881598591805E-05,2.07296421285718701E-05,3.41599807143211365E-05,2.75176018476486206E-04,2.83175819786265549E-04,2.99435923807322979E-04,3.03244916722178459E-04,3.12657101312652371E-04,3.29126021824777126E-04
103,1.98329798877239227E-05,2.11747741559520418E-05,3.42830317094922066E-05,2.75252969004213810E-04,2.84364661201834607E-04,3.01291001960635185E-04,3.03774024359881878E-04,3.12997630098834679E-04,3.18616977892816067E-04
104,1.98460184037685394E-05,2.09958042250946155E-05,2.38870270550251007E-05,2.75018974207341671E-04,2.84004264976829243E-04,2.99996114335954189E-04,3.04365996271371841E-04,3.13104987144470254E-04,3.27276065945625305E-04
105,2.00900249183177948E-05,2.15465901419520432E-05,3.44109721481800079E-05,2.96156969852745533E-04,3.06899519637227037E-04,3.31447925418615341E-04,3.28104011714458466E-04,3.37054127594455986E-04,3.62442107871174812E-04
106,2.01710499823093414E-05,2.13788787368684988E-05,2.93689081445336342E-05,2.96548008918762207E-04,3.05268730735406407E-04,3.11124953441321850E-04,3.27932066284120083E-04,3.37310173781588574E-04,3.53276962414383888E-04
107,2.02329829335212708E-05,2.14989401865750473E-05,3.00059327855706215E-05,2.96212034299969673E-04,3.05496662622317520E-04,3.16894031129777431E-04,3.28034046106040478E-04,3.37330705951899366E-04,3.42959072440862656E-04
108,2.04429961740970612E-05,2.18286307062953654E-05,3.49320471286773682E-05,2.96483049169182777E-04,3.05989193730056249E-04,3.22425970807671547E-04,3.28616006299853325E-04,3.38278069393709165E-04,3.53808980435132980E-04
109,2.07299599424004555E-05,2.20863200956955567E-05,3.53039940819144249E-05,2.97524034976959229E-04,3.06613688590005016E-04,3.19717917591333389E-04,3.27700050547719002E-04,3.37027073837816555E-04,3.50235961377620697E-04
110,2.07209959626197815E-05,2.21559335477650086E-05,3.33479838445782661E-05,2.98216007649898529E-04,3.07540722424164516E-04,3.13968979753553867E-04,3.29007976688444614E-04,3.37933670962229358E-04,3.43794003129005432E-04
111,2.09079589694738388E-05,2.21206439891830064E-05,3.19760292768478394E-05,2.98608094453811646E-04,3.07511121500283417E-04,3.19852959364652634E-04,3.29167000018060207E-04,3.38242978323250961E-04,3.46700078807771206E-04
112,2.10610451176762581E-05,2.22974363714456546E-05,3.09270108118653297E-05,2.99042905680835247E-04,3.07746634352952454E-04,3.14370030537247658E-04,3.29761998727917671E-04,3.38867456885054658E-04,3.46933025866746902E-04
113,2.13359016925096512E-05,2.25554656935855753E-05,3.10289906337857246E-05,3.21825966238975525E-04,3.31551356939598833E-04,3.57438926585018635E-04,3.55103984475135803E-04,3.63378629554063153E-04,3.76039999537169933E-04
114,2.13970197364687920E-05,2.26145202759653262E-05,3.10139730572700500E-05,3.21744009852409363E-04,3.31587988184765022E-04,3.42824030667543411E-04,3.55006894096732140E-04,3.64402746781706730E-04,3.71300964616239071E-04
115,2.16980697587132454E-05,2.29791511083021860E-05,3.66690801456570625E-05,3.09496070258319378E-04,3.31810142379254148E-04,3.40473023243248463E-04,3.41141014359891415E-04,3.63521032268181567E-04,3.79884033463895321E-04
116,2.17809574678540230E-05,2.33408506028354173E-05,3.66979511454701424E-05,3.08712013065814972E-04,3.31861955346539643E-04,3.46845947206020355E-04,3.41439968906342983E-04,3.64687757100909946E-04,3.82425962015986443E-04
117,2.20569781959056854E-05,2.35498207621276292E-05,3.63670988008379936E-05,3.23630985803902149E-04,3.34231369197368578E-04,3.55529948137700558E-04,3.57083976268768311E-04,3.66224054014310069E-04,3.79165983758866787E-04
118,2.22329981625080109E-05,2.34334595734253537E-05,2.63449037447571754E-05,3.24178021401166916E-04,3.34294050699100037E-04,3.52826085872948170E-04,3.57770943082869053E-04,3.66408218396827620E-04,3.81093937903642654E-04
119,2.22310191020369530E-05,2.36049003433436142E-05,3.44439176842570305E-05,3.24337976053357124E-04,3.33654384594410532E-04,3.51681024767458439E-04,3.57250915840268135E-04,3.66405938984826240E-04,3.79157019779086113E-04
120,2.23189126700162888E-05,2.36624496756121538E-05,2.97239748761057854E-05,3.24542983435094357E-04,3.34011879749595978E-04,3.42810992151498795E-04,3.58202029019594193E-04,3.67139780428260424E-04,3.82987898774445057E-04
121,2.26050615310668945E-05,2.43410660186782455E-05,3.71770001947879791E-05,3.48080997355282307E-04,3.58766169520095010E-04,3.72451031580567360E-04,3.83361941203474998E-04,3.92992076231166772E-04,4.08041058108210564E-04
122,2.29120487347245216E-05,2.42511596297845244E-05,3.70369525626301765E-05,3.47947003319859505E-04,3.57264913618564415E-04,3.64265055395662785E-04,3.84094077162444592E-04,3.92772309714928237E-04,4.16702940128743649E-04
123,2.29260185733437538E-05,2.42768728639930419E-05,3.22829000651836395E-05,3.30228009261190891E-04,3.57613279484212364E-04,3.68845998309552670E-04,3.57780023477971554E-04,3.92443963792174998E-04,4.08317078836262226E-04
124,2.32210149988532066E-05,2.43741564918309420E-05,3.09529714286327362E-05,3.48509987816214561E-04,3.58370001194998798E-04,3.68558918125927448E-04,3.84628074243664742E-04,3.94662502221763143E-04,4.11510001868009567E-04
125,2.34689796343445778E-05,2.45754944626242006E-05,2.56709754467010498E-05,3.50093003362417221E-04,3.59262768179178257E-04,3.74958966858685017E-04,3.85266961529850960E-04,3.94715887960046330E-04,4.04751976020634174E-04
