"N","COPY_H2D_MIN_s","COPY_H2D_AVG_s","COPY_H2D_MAX_s","LPOTRF_MIN_s","LPOTRF_AVG_s","LPOTRF_MAX_s","UPOTRF_MIN_s","UPOTRF_AVG_s","UPOTRF_MAX_s"
118,2.34480248764157295E-05,2.49853607965633330E-05,3.71659407392144203E-05,2.11908400524407625E-03,2.12784698931500239E-03,2.17203900683671236E-03,2.16525595169514418E-03,2.17112908838316878E-03,2.19688692595809698E-03
119,2.35220650210976601E-05,2.51903739990666484E-05,3.83988954126834869E-05,2.13649100624024868E-03,2.14457685709930953E-03,2.17293400783091784E-03,2.18584900721907616E-03,2.19317668816074781E-03,2.22921802196651697E-03
120,2.36969208344817162E-05,2.52612889744341280E-05,3.81509307771921158E-05,2.15395400300621986E-03,2.16468124301172826E-03,2.34127196017652750E-03,2.20535392872989178E-03,2.21722771762870342E-03,2.32778396457433701E-03
121,2.39729415625333786E-05,2.99266492947936116E-05,9.09161055460572243E-04,2.17441294807940722E-03,2.18103114631958226E-03,2.20526393968611956E-03,2.22465698607265949E-03,2.23812927026301569E-03,2.92308791540563107E-03
122,2.40370864048600197E-05,2.61039001634344440E-05,1.12855923362076283E-04,2.19161401037126780E-03,2.20057882484979905E-03,2.28484405670315027E-03,2.24455411080271006E-03,2.25348078180104576E-03,2.29318393394351006E-03
123,2.41609523072838783E-05,2.58101068902760817E-05,3.46129527315497398E-05,2.20947701018303633E-03,2.21713413717225137E-03,2.28373706340789795E-03,2.26418895181268454E-03,2.27263439563102961E-03,2.33958300668746233E-03
124,2.42650276049971581E-05,2.59511871263384819E-05,3.80299752578139305E-05,2.22846190445125103E-03,2.23909578169696017E-03,2.27178202476352453E-03,2.28507595602422953E-03,2.29411011096090130E-03,2.32771097216755152E-03
125,2.46349954977631569E-05,2.61758040869608597E-05,3.97599069401621819E-05,2.24674004130065441E-03,2.25326084764674271E-03,2.29081010911613703E-03,2.30462907347828150E-03,2.31137816794216603E-03,2.34308000653982162E-03
126,2.46310373768210411E-05,2.64380738371983184E-05,4.10210341215133667E-05,2.26470595225691795E-03,2.27719790535047635E-03,2.39314301870763302E-03,2.32444296125322580E-03,2.33626844128593820E-03,2.46258999686688185E-03
127,2.48739961534738541E-05,2.65853520249947903E-05,4.18570125475525856E-05,2.28266103658825159E-03,2.29009486618451854E-03,2.33702000696212053E-03,2.34503799583762884E-03,2.35183509415946889E-03,2.38098902627825737E-03
128,2.51460587605834007E-05,2.68427853006869576E-05,4.05670143663883209E-05,2.30086606461554766E-03,2.31126899598166347E-03,2.35765893012285233E-03,2.36505595967173576E-03,2.37490765633992847E-03,2.40447500254958868E-03
129,2.58450163528323174E-05,2.79070093529298912E-05,4.84629999846220016E-05,2.32818699441850185E-03,2.34281005221419073E-03,2.56432092282921076E-03,2.38440604880452156E-03,2.39990418194793243E-03,2.57996702566742897E-03
130,2.61679524555802345E-05,2.77870194986462653E-05,4.06150938943028450E-05,2.34540598466992378E-03,2.35265891067683785E-03,2.39538599271327257E-03,2.40398396272212267E-03,2.41089626681059536E-03,2.44155491236597300E-03
131,2.61130044236779213E-05,2.77660484425723664E-05,3.67079628631472588E-05,2.36399704590439796E-03,2.37000235356390468E-03,2.40611901972442865E-03,2.42461601737886667E-03,2.43129234760999660E-03,2.45740194804966450E-03
132,2.65309354290366173E-05,2.79130617855116725E-05,3.87659529224038124E-05,2.38200393505394459E-03,2.39003425580449572E-03,2.43494298774749041E-03,2.44508101604878902E-03,2.45311508770100712E-03,2.49571900349110365E-03
133,2.67919385805726051E-05,2.82119400799274412E-05,4.19099815189838409E-05,2.40074400790035725E-03,2.41107638925313998E-03,2.46714800596237183E-03,2.46554194018244743E-03,2.47452100156806418E-03,2.51602800562977791E-03
134,2.66610877588391304E-05,2.82885256456211166E-05,4.16269758716225624E-05,2.42030189838260412E-03,2.42709522601217056E-03,2.44842201936990023E-03,2.48576293233782053E-03,2.49306676560081576E-03,2.52178299706429243E-03
135,2.70309392362833023E-05,2.84411536995321539E-05,3.05699650198221207E-05,2.43875500746071339E-03,2.44654719484970005E-03,2.47423804830759764E-03,2.50673398841172457E-03,2.51482054125517704E-03,2.54848308395594358E-03
136,2.70360615104436874E-05,2.85935308784246442E-05,3.07230511680245399E-05,2.45855003595352173E-03,2.46579326223581941E-03,2.49559292569756508E-03,2.52686208114027977E-03,2.53543667960912100E-03,2.57502798922359943E-03
137,2.74360645562410355E-05,2.91928253136575314E-05,3.88359185308218002E-05,2.47946591116487980E-03,2.48807091149501640E-03,2.56616005208343267E-03,2.54765700083225965E-03,2.55596957053057846E-03,2.60870100464671850E-03
138,2.75759957730770111E-05,2.93309392873197835E-05,3.98400006815791130E-05,2.49824789352715015E-03,2.50733543885871659E-03,2.57278105709701777E-03,2.56724597420543432E-03,2.57379148737527444E-03,2.60350306052714586E-03
139,2.79300147667527199E-05,2.94732325710356184E-05,4.27589984610676765E-05,2.51748703885823488E-03,2.52348463051021163E-03,2.53929197788238525E-03,2.58884101640433073E-03,2.59582696482539219E-03,2.63457396067678928E-03
140,2.80380481854081154E-05,2.94823222793638708E-05,4.03429148718714714E-05,2.53718998283147812E-03,2.54634148790501037E-03,2.59230099618434906E-03,2.60908098425716162E-03,2.61741119786165592E-03,2.66949296928942204E-03
141,2.81709944829344749E-05,2.99113313667476183E-05,4.25629550591111183E-05,2.55855498835444450E-03,2.56490193773061025E-03,2.59553501382470131E-03,2.62945098802447319E-03,2.63558086589910090E-03,2.66927189659327269E-03
142,2.86659924313426018E-05,2.99781531793996692E-05,4.31699445471167564E-05,2.57739599328488111E-03,2.60420318227261261E-03,4.40026307478547096E-03,2.64943495858460665E-03,2.67015797784551836E-03,3.71853599790483713E-03
143,2.85980058833956718E-05,3.03749536396935571E-05,9.96539602056145668E-05,2.59583606384694576E-03,2.60259473696351166E-03,2.63440504204481840E-03,2.67081102356314659E-03,2.67871934920549349E-03,2.71703000180423260E-03
144,2.85650603473186493E-05,3.01752577070146788E-05,3.91989015042781830E-05,2.61593004688620567E-03,2.62600709334947233E-03,2.65477807261049747E-03,2.69107893109321594E-03,2.70191934774629931E-03,2.73989199195057154E-03
145,2.91910255327820778E-05,3.07707558386027845E-05,4.04880847781896591E-05,2.64456996228545904E-03,2.65927751548588210E-03,2.85748497117310762E-03,2.71130597684532404E-03,2.72419658955186600E-03,2.88654305040836334E-03
146,2.93800840154290199E-05,3.10416880529373892E-05,4.45459736511111259E-05,2.66358000226318836E-03,2.67186138546094201E-03,2.71071202587336302E-03,2.73251906037330627E-03,2.74258813587948628E-03,2.78556591365486383E-03
147,2.93620396405458450E-05,3.10782057931646710E-05,4.49930084869265556E-05,2.68192798830568790E-03,2.69166090176440774E-03,2.74415197782218456E-03,2.75308801792562008E-03,2.76250949711538858E-03,2.81032791826874018E-03
148,2.94590136036276817E-05,3.11614520614966707E-05,4.34089452028274536E-05,2.70099600311368704E-03,2.71343433647416431E-03,2.79464898630976677E-03,2.77376605663448572E-03,2.78771307319402748E-03,2.85986799281090498E-03
149,2.97679798677563667E-05,3.13727534376084832E-05,4.50439983978867531E-05,2.71986599545925856E-03,2.72892271284945432E-03,2.76033498812466860E-03,2.79556005261838436E-03,2.80382808763533992E-03,2.84835498314350843E-03
150,2.99380626529455185E-05,3.15703341038897612E-05,4.37180278822779655E-05,2.73840001318603754E-03,2.74566629668697697E-03,2.77397700119763613E-03,2.81555496621876955E-03,2.82497948734089727E-03,2.93718697503209114E-03
151,3.04329441860318184E-05,3.21118900319561400E-05,4.19470015913248062E-05,2.75814603082835674E-03,2.76679258444346467E-03,2.80587293673306704E-03,2.83767399378120899E-03,2.84775823820382270E-03,2.89171806070953608E-03
152,3.06409783661365509E-05,3.20358079625293607E-05,4.20700525864958763E-05,2.77769705280661583E-03,2.78599289827980139E-03,2.82273499760776758E-03,2.85860197618603706E-03,2.86695974529720858E-03,2.91432498488575220E-03
153,3.07989539578557014E-05,3.21396352956071485E-05,3.51120252162218094E-05,2.79838102869689465E-03,2.80725795309990592E-03,2.84444808494299650E-03,2.88005103357136250E-03,2.88969603483565018E-03,2.92356498539447784E-03
154,3.08150192722678185E-05,3.25195502955466574E-05,4.39629657194018364E-05,2.81758699566125870E-03,2.82738956273533406E-03,2.95641191769391298E-03,2.90064897853881121E-03,2.91133718914352458E-03,3.05187597405165434E-03
155,3.12230549752712250E-05,3.29395005246624383E-05,4.71540261059999466E-05,2.83731904346495867E-03,2.84817403415218041E-03,2.88881699088960886E-03,2.92251200880855322E-03,2.93270574067719348E-03,2.97044706530869007E-03
156,3.13500640913844109E-05,3.27879632823169188E-05,4.30820509791374207E-05,2.85730999894440174E-03,2.86435561836697250E-03,2.89649504702538252E-03,2.94276408385485411E-03,2.95016023097559700E-03,2.97809601761400700E-03
157,3.15939541906118393E-05,3.31373891094699372E-05,4.49400395154953003E-05,2.87837989162653685E-03,2.88733311812393485E-03,2.91728891897946596E-03,2.96423502732068300E-03,2.97053573420271106E-03,2.99080100376158953E-03
158,3.16569348797202110E-05,3.33183835027739254E-05,4.55350382253527641E-05,2.89744301699101925E-03,2.90622145053930645E-03,3.02607903722673655E-03,2.98563705291599035E-03,2.99481964088045213E-03,3.02802596706897020E-03
159,3.21140978485345840E-05,3.40115319704636888E-05,5.13490522280335426E-05,2.91583198122680187E-03,2.93312527122907432E-03,3.17967496812343597E-03,3.00675095058977604E-03,3.02065746742300736E-03,3.21939005516469479E-03
160,3.21320258080959320E-05,3.36130789946764599E-05,3.62179707735776901E-05,2.93723098002374172E-03,2.94508502003736766E-03,2.98300001304596663E-03,3.02728603128343821E-03,3.03520322544500142E-03,3.06996295694261789E-03
161,3.33270290866494179E-05,3.49878467386588457E-05,4.82200412079691887E-05,2.96734506264328957E-03,2.97758128261193557E-03,3.03250004071742296E-03,3.04860493633896112E-03,3.05721293552778644E-03,3.10496508609503508E-03
162,3.35630029439926147E-05,3.49845091113820694E-05,4.67200297862291336E-05,2.98499793279916048E-03,2.99406369333155356E-03,3.04053002037107944E-03,3.06855293456465006E-03,3.07680059922859185E-03,3.11233894899487495E-03
163,3.37980454787611961E-05,3.53786762570962326E-05,4.52589010819792747E-05,3.00504290498793125E-03,3.01484495284967072E-03,3.06221796199679375E-03,3.09018499683588743E-03,3.09832411701791051E-03,3.13852692488580942E-03
164,3.38979298248887062E-05,3.57209163485094929E-05,4.70230588689446449E-05,3.02353501319885254E-03,3.03393918438814476E-03,3.06596199516206980E-03,3.11081600375473499E-03,3.12046503997407809E-03,3.17985599394887686E-03
165,3.45419393852353096E-05,3.60693526454269959E-05,4.78110741823911667E-05,3.04364203475415707E-03,3.05340538034215483E-03,3.09081398881971836E-03,3.13202489633113146E-03,3.14001678838394561E-03,3.17985797300934792E-03
166,3.45850130543112755E-05,3.60823719529435068E-05,5.00300666317343712E-05,3.06306895799934864E-03,3.07245793752372164E-03,3.10705299489200115E-03,3.15274600870907307E-03,3.16097343340516037E-03,3.20659496355801821E-03
167,3.47009627148509026E-05,3.69053124450147255E-05,4.85659111291170120E-05,3.08310601394623518E-03,3.12302216654643423E-03,3.16400208976119757E-03,3.17547295708209276E-03,3.21496641379780948E-03,3.33797500934451818E-03
168,3.49800102412700653E-05,3.73063859296962662E-05,4.77230641990900040E-05,3.14443802926689386E-03,3.15518519259057936E-03,3.23185906745493412E-03,3.23732302058488131E-03,3.24563190108165169E-03,3.27496498357504606E-03
169,3.56219243258237839E-05,3.75502434326335866E-05,4.69039659947156906E-05,3.14272497780621052E-03,3.17345204763114360E-03,3.20645410101860762E-03,3.24156205169856548E-03,3.26803682022728083E-03,3.30343504901975393E-03
170,3.59460245817899704E-05,3.77656985074281698E-05,4.64509939774870872E-05,3.18564695771783590E-03,3.19136210251599450E-03,3.21737700141966343E-03,3.27907304745167494E-03,3.28601856366731327E-03,3.31578694749623537E-03
171,3.68000473827123642E-05,3.86724132113158771E-05,4.53890534117817879E-05,3.20583803113549948E-03,3.21567008621059412E-03,3.27249697875231504E-03,3.30083596054464579E-03,3.31044646562077098E-03,3.37318005040287971E-03
172,3.71839851140975952E-05,3.87534050969407060E-05,4.80450689792633057E-05,3.22665693238377571E-03,3.23914865031838580E-03,3.38690099306404591E-03,3.32231400534510612E-03,3.33354532369412515E-03,3.48543701693415642E-03
173,3.67510365322232246E-05,3.82247631205245747E-05,3.96620016545057297E-05,3.24771902523934841E-03,3.25637277332134489E-03,3.29486699774861336E-03,3.34381998982280493E-03,3.34975740523077653E-03,3.38294799439609051E-03
174,3.64619772881269455E-05,3.85265523800626468E-05,4.72989631816744804E-05,3.26727400533854961E-03,3.27911886852234576E-03,3.36495297960937023E-03,3.36431001778692007E-03,3.37618777644820619E-03,3.47945105750113726E-03
175,3.73430084437131882E-05,3.88543331064283840E-05,4.68849902972579002E-05,3.28732200432568789E-03,3.29479393083602053E-03,3.33972601220011711E-03,3.38636699598282576E-03,3.41949583729729166E-03,5.88375597726553679E-03
176,3.75279923900961876E-05,3.92225314863025985E-05,4.70440136268734932E-05,3.30754998140037060E-03,3.31515876227058554E-03,3.34252498578280210E-03,3.40822897851467133E-03,3.41523218783550088E-03,3.44842404592782259E-03
177,3.75609379261732101E-05,3.97210504161193940E-05,5.18020242452621460E-05,3.33983404561877251E-03,3.35054585128091199E-03,3.40606900863349438E-03,3.42807802371680737E-03,3.43902896624058343E-03,3.50236101076006889E-03
178,3.75310191884636879E-05,3.94871830940246658E-05,4.69799851998686790E-05,3.35857307072728872E-03,3.36584482924081208E-03,3.39879503007978201E-03,3.45077202655375004E-03,3.46000142861157709E-03,3.49561905022710562E-03
179,3.83279984816908836E-05,4.00313042337074778E-05,4.90589300170540810E-05,3.37351008784025908E-03,3.38691866840235868E-03,3.48407402634620667E-03,3.47048207186162472E-03,3.48014211398549453E-03,3.51773097645491362E-03
180,3.82569851353764534E-05,4.01390914339572240E-05,5.22820046171545982E-05,3.39840899687260389E-03,3.40760299121029616E-03,3.43868497293442488E-03,3.49468295462429523E-03,3.50355576025322083E-03,3.53653798811137676E-03
181,3.87550098821520805E-05,4.03368187835440118E-05,4.89999074488878250E-05,3.41790600214153528E-03,3.42683914350345705E-03,3.46143299248069525E-03,3.51679197046905756E-03,3.52381616947241042E-03,3.55945900082588196E-03
182,3.89359192922711372E-05,4.03897225623950376E-05,4.36590053141117096E-05,3.43688996508717537E-03,3.44662027899175901E-03,3.48281499464064837E-03,3.53845208883285522E-03,3.54870719253085618E-03,3.60190100036561489E-03
183,3.90410423278808594E-05,4.13591769756749272E-05,5.89960254728794098E-05,3.45743494108319283E-03,3.47256130422465446E-03,3.66077001672238111E-03,3.56008799280971289E-03,3.57591061270795671E-03,3.82116297259926796E-03
184,3.97369731217622757E-05,4.11477993475273149E-05,5.06229698657989502E-05,3.47820599563419819E-03,3.48650772823020857E-03,3.58355802018195391E-03,3.58126300852745771E-03,3.59201329876668828E-03,3.65813705138862133E-03
185,4.00330172851681709E-05,4.14580572396516800E-05,5.02560287714004517E-05,3.50147008430212736E-03,3.51289102341979754E-03,3.59899795148521662E-03,3.60373791772872210E-03,3.61255184398032777E-03,3.67258803453296423E-03
186,3.97299882024526596E-05,4.16352640604600386E-05,5.18730375915765762E-05,3.52654198650270700E-03,3.53515147464349925E-03,3.62372701056301594E-03,3.62497696187347174E-03,3.63291707471944400E-03,3.68059705942869186E-03
187,4.04450111091136932E-05,4.19462373247370324E-05,5.11660473421216011E-05,3.54336609598249197E-03,3.56054113595746357E-03,3.64185601938515902E-03,3.64737701602280140E-03,3.65501776221208163E-03,3.68326401803642511E-03
188,4.01529250666499138E-05,4.22217266168445276E-05,5.64360525459051132E-05,3.56865802314132452E-03,3.58740525087341850E-03,3.62699304241687059E-03,3.66973504424095154E-03,3.67843879736028719E-03,3.71480488684028387E-03
189,4.04970487579703331E-05,4.25822788383811769E-05,5.61859924346208572E-05,3.58890392817556858E-03,3.61304166843183202E-03,3.70338698849081993E-03,3.69112507905811071E-03,3.69794837315566864E-03,3.73552402015775442E-03
190,4.10459470003843307E-05,4.28159779403358779E-05,6.32719602435827255E-05,3.58478189446032047E-03,3.64825358614325477E-03,3.71628394350409508E-03,3.68686800356954336E-03,3.72663183603435741E-03,3.98045999463647604E-03
191,4.09450149163603783E-05,4.26836800761520884E-05,5.11959660798311234E-05,3.57863493263721466E-03,3.62281888490542745E-03,3.73906304594129324E-03,3.69285698980093002E-03,3.71981968986801782E-03,3.76156100537627935E-03
192,4.11869259551167488E-05,4.31911920895800011E-05,5.43459318578243256E-05,3.66576004307717085E-03,3.68827247177250673E-03,3.76418302766978741E-03,3.75814409926533699E-03,3.76515216077677895E-03,3.83106793742626905E-03
193,4.29670326411724091E-05,4.48209402384236395E-05,6.94179907441139221E-05,3.70883301366120577E-03,3.72696719365194547E-03,3.80526401568204165E-03,3.77798394765704870E-03,3.78850996145047199E-03,3.81592207122594118E-03
194,4.25920588895678520E-05,4.47559339227154832E-05,5.50940167158842087E-05,3.65050998516380787E-03,3.70197628275491285E-03,3.90550203155726194E-03,3.75670299399644136E-03,3.78777254489250570E-03,3.95395804662257433E-03
195,4.29539941251277924E-05,4.48401662288233470E-05,5.30029647052288055E-05,3.67273401934653521E-03,3.77606945810839405E-03,3.86868894565850496E-03,3.78049793653190136E-03,3.83661118685267848E-03,3.97789198905229568E-03
196,4.28860075771808624E-05,4.51185880228877171E-05,5.47759700566530228E-05,3.77858302090317011E-03,3.80211935960687603E-03,3.84367501828819513E-03,3.84287699125707150E-03,3.85218745679594609E-03,3.91008995939046144E-03
197,4.34749526903033257E-05,4.54682647250592757E-05,5.58129977434873581E-05,3.80501500330865383E-03,3.82567849010229024E-03,3.87282099109143019E-03,3.86593502480536699E-03,3.87290141778066661E-03,3.90093994792550802E-03
198,4.38069691881537437E-05,4.57023421768098939E-05,5.55439619347453117E-05,3.75194195657968521E-03,3.85290390113368630E-03,4.09052707254886627E-03,3.85649804957211018E-03,3.89840211137197851E-03,4.02027100790292025E-03
199,4.49870713055133820E-05,4.62318479549139657E-05,5.24100614711642265E-05,3.85546695906668901E-03,3.87864338932558802E-03,3.92782397102564573E-03,3.90977202914655209E-03,3.91731257434003045E-03,3.98292695172131062E-03
200,4.44010365754365921E-05,4.63768257759511566E-05,5.38680469617247581E-05,3.89005499891936779E-03,3.90083933249115713E-03,3.91983101144433022E-03,3.93157196231186390E-03,3.94038487342186338E-03,3.96776595152914524E-03
201,4.57080313935875893E-05,4.72162652295082677E-05,5.52199780941009521E-05,3.90884408261626959E-03,3.93067715689539819E-03,3.97900503594428301E-03,3.95194604061543941E-03,3.96290629636496423E-03,4.00441908277571201E-03
202,4.58030262961983681E-05,4.72605956019833603E-05,5.41759654879570007E-05,3.93829995300620794E-03,3.95519200246781128E-03,4.07687795814126730E-03,3.97509790491312742E-03,3.98321644752286548E-03,4.02377999853342772E-03
203,4.57890564575791359E-05,4.73428069381043304E-05,5.62471104785799980E-05,3.95763700362294912E-03,3.98644595290534136E-03,4.08401002641767263E-03,3.99686698801815510E-03,4.00623581372201373E-03,4.04484302271157503E-03
204,4.52459789812564850E-05,4.77996375411748897E-05,6.80449884384870529E-05,3.98620404303073883E-03,4.01259030797518866E-03,4.30788495577871799E-03,4.01925295591354370E-03,4.03372142813168341E-03,4.25948796328157187E-03
205,4.56079142168164253E-05,4.76858532056212409E-05,5.69720286875963211E-05,4.00696997530758381E-03,4.03107066988013605E-03,4.15354594588279724E-03,4.04142891056835651E-03,4.05073809088207868E-03,4.10659192129969597E-03
206,4.61959280073642731E-05,4.78081434266641614E-05,5.77180180698633194E-05,4.02681098785251379E-03,4.05650895787402956E-03,4.12661896552890539E-03,4.06247202772647142E-03,4.07385091530159185E-03,4.13863803260028362E-03
207,4.62929019704461098E-05,4.83737955801188867E-05,5.71119599044322968E-05,4.05832508113235235E-03,4.08140543615445519E-03,4.12431405857205391E-03,4.08564601093530655E-03,4.09485426964238328E-03,4.12088399752974510E-03
208,4.69629885628819466E-05,4.84437786508351513E-05,5.75169688090682030E-05,4.00307902600616217E-03,4.10584951168857341E-03,4.15822409559041262E-03,4.07803303096443415E-03,4.11562259308993848E-03,4.18720301240682602E-03
209,4.73220134153962135E-05,4.89919719984755148E-05,5.85839152336120605E-05,4.09136898815631866E-03,4.14269976434297835E-03,4.17131104040890932E-03,4.12904506083577871E-03,4.13899974781088611E-03,4.24552196636795998E-03
210,4.69620572403073311E-05,4.88944421522319450E-05,5.79040497541427612E-05,4.14495298173278570E-03,4.16969950543716762E-03,4.31059300899505615E-03,4.15122602134943008E-03,4.16166909039020726E-03,4.24948602449148893E-03
211,4.74560074508190155E-05,4.95502282865345378E-05,6.37150369584560394E-05,4.16758505161851645E-03,4.19623836525716016E-03,4.25898702815175056E-03,4.17294004000723362E-03,4.18415865045972286E-03,4.22100594732910395E-03
212,4.75799897685647011E-05,4.96038288110867300E-05,5.67879760637879372E-05,4.19628201052546501E-03,4.21623253962024984E-03,4.29330498445779085E-03,4.19580889865756035E-03,4.20496500097215179E-03,4.26605495158582926E-03
213,4.83419280499219894E-05,5.00397785799577751E-05,5.92459691688418388E-05,4.21995995566248894E-03,4.24119549454189757E-03,4.29271196480840445E-03,4.21794096473604441E-03,4.22893471317365658E-03,4.28243202622979879E-03
214,4.88309888169169426E-05,5.05797000369057062E-05,7.70699698477983475E-05,4.24892909359186888E-03,4.27750294446013670E-03,4.48402308393269777E-03,4.24069503787904978E-03,4.25343319773674022E-03,4.38942108303308487E-03
215,4.91259852424263954E-05,5.11882948921993489E-05,5.90709969401359558E-05,4.27054404281079769E-03,4.36556416330859207E-03,4.42498794291168451E-03,4.26424900069832802E-03,4.27625840995460652E-03,4.36066405382007360E-03
216,4.90340171381831169E-05,5.06944285007193563E-05,5.88600523769855499E-05,4.30222891736775637E-03,4.31732863769866432E-03,4.35083103366196156E-03,4.28599503356963396E-03,4.29341186652891504E-03,4.32457798160612583E-03
217,5.03640621900558472E-05,5.17702067736536335E-05,6.06899848207831383E-05,4.32361999992281199E-03,4.34883962618186695E-03,4.47521905880421400E-03,4.30821802001446486E-03,4.31944177253171767E-03,4.48810192756354809E-03
218,4.97280852869153023E-05,5.21513982675969574E-05,6.12110598012804985E-05,4.35304292477667332E-03,4.37091219471767451E-03,4.44117398001253605E-03,4.33043506927788258E-03,4.34092199895531102E-03,4.39503602683544159E-03
219,5.10710524395108223E-05,5.33099670428782707E-05,6.50889705866575241E-05,4.37301909551024437E-03,4.39388574683107457E-03,4.46352898143231869E-03,4.35315992217510939E-03,4.36150093562901083E-03,4.44004102610051632E-03
220,5.14020211994647980E-05,5.32818294595926924E-05,6.10289862379431725E-05,4.40135097596794367E-03,4.42310442682355715E-03,4.49382502119988203E-03,4.37511503696441650E-03,4.38530718674883229E-03,4.42433403804898262E-03
221,5.09569654241204262E-05,5.26138179702684356E-05,6.16960460320115089E-05,4.41869499627500772E-03,4.44546887418255290E-03,4.54432598780840635E-03,4.39725304022431374E-03,4.40696106757968841E-03,4.43832902237772942E-03
222,5.13399718329310417E-05,5.27353934012353304E-05,6.09399285167455673E-05,4.45071398280560970E-03,4.47072679642588136E-03,4.51501004863530397E-03,4.41987102385610342E-03,4.43127626786008443E-03,4.50077804271131754E-03
223,5.12619735673069954E-05,5.34237734973430601E-05,7.00629316270351410E-05,4.48294309899210930E-03,4.50663405354134738E-03,5.09046495426446199E-03,4.44227503612637520E-03,4.46065509808249872E-03,4.82339598238468170E-03
224,5.18839806318283081E-05,5.33720030216500315E-05,6.05320092290639877E-05,4.49949200265109539E-03,4.52071408974006814E-03,4.57312597427517176E-03,4.46448603179305792E-03,4.47555730468593600E-03,4.51192597392946482E-03
225,5.32409176230430603E-05,5.49406552454456698E-05,6.25899992883205414E-05,4.54230501782149076E-03,4.56083696335554071E-03,4.75527695380151272E-03,4.48655802756547928E-03,4.49592404533177576E-03,4.52847289852797985E-03
226,5.35070430487394333E-05,5.55480550974607506E-05,6.47680135443806648E-05,4.57291502971202135E-03,4.66194441425613840E-03,4.70185198355466127E-03,4.50849602930247784E-03,4.51877147541381724E-03,4.57966804970055819E-03
227,5.42610650882124901E-05,5.57470123749226267E-05,7.16960057616233826E-05,4.57894802093505859E-03,4.61145517649129161E-03,4.68431797344237566E-03,4.53030900098383427E-03,4.53980249236338000E-03,4.58936300128698349E-03
228,5.39210159331560135E-05,5.58267527958378093E-05,6.44510146230459213E-05,4.60984092205762863E-03,4.63343297131359536E-03,4.70940000377595425E-03,4.55368694383651018E-03,4.56450661062263088E-03,4.64680092409253120E-03
229,5.35029685124754906E-05,5.54881372954696520E-05,6.42939703539013863E-05,4.49693901464343071E-03,4.60965551086701432E-03,4.70869103446602821E-03,4.52363095246255398E-03,4.57054986036382546E-03,4.64472000021487474E-03
230,5.37809683009982109E-05,5.57007786119356665E-05,6.52240123599767685E-05,4.51984000392258167E-03,4.63087259791791425E-03,4.74355707410722971E-03,4.54684195574373007E-03,4.58876963471993669E-03,4.62299108039587736E-03
231,5.52790006622672081E-05,5.70181239163503002E-05,6.67909625917673111E-05,4.69135097227990627E-03,4.71038187039084580E-03,4.76055603940039873E-03,4.61926602292805910E-03,4.63251384906470613E-03,4.69801598228514194E-03
232,5.52140409126877785E-05,5.72524435119703271E-05,7.06249848008155823E-05,4.71455999650061131E-03,4.73899490665644421E-03,4.97470598202198744E-03,4.64227597694844007E-03,4.65640406357124663E-03,4.84478694852441549E-03
233,5.52579294890165329E-05,5.77047432307153908E-05,7.62799754738807678E-05,4.74417395889759064E-03,4.77275635930709576E-03,5.06527302786707878E-03,4.66484192293137312E-03,4.68188870814628937E-03,4.84082603361457586E-03
234,5.60940243303775787E-05,5.76632621232420233E-05,7.06650316715240479E-05,4.76475700270384550E-03,4.78657008148730082E-03,4.83968900516629219E-03,4.68750495929270983E-03,4.69531171838752891E-03,4.73370798863470554E-03
235,5.63089270144701004E-05,5.83326857304200481E-05,6.65789702907204628E-05,4.79601800907403231E-03,4.81337598175741576E-03,4.86360699869692326E-03,4.70988394226878881E-03,4.72058619256131209E-03,4.76688402704894543E-03
236,5.62550267204642296E-05,5.85820485139265483E-05,6.57229684293270111E-05,4.82170796021819115E-03,4.86413933569565440E-03,5.01732109114527702E-03,4.73277003038674593E-03,4.74156295647844717E-03,4.79939300566911697E-03
237,5.68759860470890999E-05,5.88048802455887144E-05,6.97210198268294334E-05,4.84634097665548325E-03,4.90271616377867519E-03,5.01920492388308048E-03,4.75438602734357119E-03,4.76755799027159602E-03,4.87684900872409344E-03
238,5.71709824725985527E-05,5.89743169257417281E-05,6.79909717291593552E-05,4.86755999736487865E-03,4.89060946973040537E-03,5.03203494008630514E-03,4.77760192006826401E-03,4.78703496279195024E-03,4.85447398386895657E-03
239,5.70570118725299835E-05,5.90991124045103799E-05,6.79369550198316574E-05,4.87368297763168812E-03,4.91382331005297580E-03,4.96970198582857847E-03,4.77804499678313732E-03,4.81117309187538856E-03,4.86830796580761671E-03
240,5.75669109821319580E-05,5.95992535818368267E-05,7.45221041142940521E-05,4.91732207592576742E-03,4.94864920736290577E-03,5.17014798242598772E-03,4.82211599592119455E-03,4.83828188967890850E-03,5.01056201756000519E-03
241,5.84359513595700264E-05,6.04772497899830404E-05,7.49740283936262131E-05,4.83868992887437344E-03,4.97893773135728909E-03,5.03985502291470766E-03,4.81288495939224958E-03,4.85392458969727270E-03,4.90202999208122492E-03
242,5.91219868510961533E-05,6.04472600389271850E-05,6.92090252414345741E-05,4.96605900116264820E-03,5.00875303870998434E-03,5.10381208732724190E-03,4.86722390633076429E-03,4.87886357354000259E-03,4.95887501165270805E-03
243,5.90980052947998047E-05,6.07577891787513817E-05,6.93630427122116089E-05,5.00587094575166702E-03,5.02895785961299940E-03,5.09288092143833637E-03,4.89051896147429943E-03,4.90194427315145901E-03,4.99190995469689369E-03
