1 5.38978511154 1.44556604903 0.920992241617 3.02870107251
2 4.97835476247 4.75206603306 3.28571422857 4.21245413919
3 5.44102578506 5.15048538835 3.65862065517 4.22709159363
4 5.38181829719 5.61137450237 5.74757291262 4.36900376384
5 6.316 5.82656826568 4.06958762887 4.84355828221
6 6.12292377449 6.46666684211 5.70588250774 5.11944458333
7 7.54697989807 2.41438547504 1.31674477166 4.22347430986
8 10.6938776079 9.92189327811 7.96958157795 7.83551385047
9 10.5674935773 9.76910050934 7.05579423666 8.85912270978
10 13.5927663712 12.9591319285 12.2548312802 9.92857172211
11 8.2456262672 8.95960908131 8.06918668569 8.8521124674
12 14.9152132911 14.0228497645 14.9568367814 11.1132150539
13 15.7175712202 15.3054760344 14.5579946746 14.327240317
14 15.5257583839 15.1944077353 15.2798495783 14.3391376429
